,date_hour,date,hour,timestamp,position_x,position_y,position_z,latitude,longitude,altitude,speed,acceleration
1724,2023-07-27 22:21:16.475000,27/07/2023,22:21:16:475000,1690507276475000.0,3746510.115,-4237622.856,-2937485.661,-27.601893688333714,-48.519891154899604,10.171754014437274,11.033554912175859,8.705384827794806
1725,2023-07-27 22:21:16.500000,27/07/2023,22:21:16:500000,1690507276500000.0,3746509.907,-4237623.028,-2937485.714,-27.60189414943961,-48.51989388740994,10.188413496702877,10.967256630534365,17.065495304854178
1726,2023-07-27 22:21:16.525000,27/07/2023,22:21:16:525000,1690507276525000.0,3746509.701,-4237623.202,-2937485.759,-27.60189453476464,-48.51989661816128,10.203868176095883,10.878761234625934,25.012058571816915
1727,2023-07-27 22:21:16.550000,27/07/2023,22:21:16:550000,1690507276550000.0,3746509.497,-4237623.378,-2937485.796,-27.601894844308834,-48.51989934715361,10.218118055486093,10.897753942900344,8.634096710137083
1728,2023-07-27 22:21:16.575000,27/07/2023,22:21:16:575000,1690507276575000.0,3746509.311,-4237623.547,-2937485.785,-27.601894742068176,-48.51990189257976,10.216046453391984,10.820060905558712,10.163449463641761
1729,2023-07-27 22:21:16.600000,27/07/2023,22:21:16:600000,1690507276600000.0,3746509.106,-4237623.718,-2937485.817,-27.601895030058255,-48.519904595613994,10.22407315354642,10.694455058580592,13.97889655874168
1730,2023-07-27 22:21:16.625000,27/07/2023,22:21:16:625000,1690507276625000.0,3746508.902,-4237623.886,-2937485.847,-27.601895308681932,-48.51990727093112,10.229768431588754,10.636994547333378,12.17842169576994
1731,2023-07-27 22:21:16.650000,27/07/2023,22:21:16:650000,1690507276650000.0,3746508.697,-4237624.052,-2937485.877,-27.60189559633988,-48.51990994041836,10.233548906690206,10.616692705357917,12.511869124954913
1732,2023-07-27 22:21:16.675000,27/07/2023,22:21:16:675000,1690507276675000.0,3746508.492,-4237624.22,-2937485.903,-27.601895845744338,-48.51991262332441,10.236803928851431,10.633989420720711,8.947254439212065
1733,2023-07-27 22:21:16.700000,27/07/2023,22:21:16:700000,1690507276700000.0,3746508.288,-4237624.389,-2937485.927,-27.601896073252608,-48.51991530535097,10.240383208347135,10.688101562017456,8.489297026256061
1734,2023-07-27 22:21:16.725000,27/07/2023,22:21:16:725000,1690507276725000.0,3746508.082,-4237624.56,-2937485.951,-27.601896300034774,-48.519918015974156,10.244116386917142,10.777387160160853,12.600892666791509
1735,2023-07-27 22:21:16.750000,27/07/2023,22:21:16:750000,1690507276750000.0,3746507.877,-4237624.735,-2937485.974,-27.601896503520532,-48.519920745846036,10.250628906776633,10.826232955188061,11.257482844757082
1736,2023-07-27 22:21:16.775000,27/07/2023,22:21:16:775000,1690507276775000.0,3746507.673,-4237624.911,-2937485.995,-27.60189668511011,-48.51992347483841,10.25746568292952,10.843436079029562,11.644067588261414
1737,2023-07-27 22:21:16.800000,27/07/2023,22:21:16:800000,1690507276800000.0,3746507.475,-4237625.113,-2937485.975,-27.601896440756963,-48.51992633274168,10.266089899486689,10.829221671015882,10.159709297022234
1738,2023-07-27 22:21:16.825000,27/07/2023,22:21:16:825000,1690507276825000.0,3746507.272,-4237625.289,-2937485.993,-27.601896595585607,-48.51992905414514,10.272123696785037,10.784085033047543,10.076971420024968
1739,2023-07-27 22:21:16.850000,27/07/2023,22:21:16:850000,1690507276850000.0,3746507.068,-4237625.466,-2937486.01,-27.601896742054024,-48.51993178984691,10.27777112610911,10.803933959442736,10.891085620818522
1740,2023-07-27 22:21:16.875000,27/07/2023,22:21:16:875000,1690507276875000.0,3746506.865,-4237625.644,-2937486.024,-27.601896858629132,-48.519934524669154,10.283279485867675,10.85423350587226,10.408576223480328
1741,2023-07-27 22:21:16.900000,27/07/2023,22:21:16:900000,1690507276900000.0,3746506.662,-4237625.825,-2937486.036,-27.601896949812556,-48.519937279619604,10.289852965791997,10.872532363713617,6.598688202968829
1742,2023-07-27 22:21:16.925000,27/07/2023,22:21:16:925000,1690507276925000.0,3746506.459,-4237626.005,-2937486.048,-27.601897044128396,-48.519940027860656,10.295762537214928,10.899397276913986,7.248824249490396
1743,2023-07-27 22:21:16.950000,27/07/2023,22:21:16:950000,1690507276950000.0,3746506.255,-4237626.186,-2937486.057,-27.601897114089734,-48.519942790400016,10.300359090202605,10.90493654268561,8.623493665562698
1744,2023-07-27 22:21:16.975000,27/07/2023,22:21:16:975000,1690507276975000.0,3746506.051,-4237626.366,-2937486.065,-27.60189717918633,-48.519945546229984,10.303828408473843,10.895472729533125,11.683977832912898
